Commodity Name,City Name,Type,Package,Weight,Variety,Sub Variety,Grade,Q,Year,Month,Date,Low Price,High Price,,Mostly Low,Mostly High,Origin,Distance,Rate,Income,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode
PUMPKINS,CHICAGO,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,9,9/24/16,17,17,17,17,17,MICHIGAN,453,0.37,47242,,med,,,,,,,,,N,
PUMPKINS,CHICAGO,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,9,9/24/16,17,18,17.5,17,18,OHIO,505,0.37,47242,,med,,,,,,,,,N,
PUMPKINS,CHICAGO,,24 inch bins,466,PIE TYPE,,,1,2016,9,9/24/16,200,200,200,200,200,ILLINOIS,251,0.37,47242,,med,,,,,,,,,N,
PUMPKINS,CHICAGO,,36 inch bins,700,MIXED HEIRLOOM VARIETIES,,,1,2016,9,9/24/16,225,225,225,225,225,ILLINOIS,251,0.37,47242,,lge,,,,,,,,,N,
PUMPKINS,CHICAGO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,9,9/24/16,17,17,17,17,17,MICHIGAN,453,0.37,47242,,sml,ORANGE,,,,,,,,N,
PUMPKINS,CHICAGO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,9,9/24/16,17,17,17,17,17,MICHIGAN,453,0.37,47242,,sml,,,,,,,,,N,
PUMPKINS,CHICAGO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,9,9/24/16,17,17,17,17,17,MICHIGAN,453,0.37,47242,,sml,WHITE,,,,,,,,N,
PUMPKINS,CHICAGO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,9,9/24/16,17,18,17.5,17,18,OHIO,505,0.37,47242,,sml,WHITE,,,,,,,,N,
PUMPKINS,CHICAGO,,1/2 bushel cartons,20,MINIATURE,ROUND TYPE,,1,2016,9,9/24/16,17,18,17.5,17,18,OHIO,505,0.37,47242,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,MICHIGAN,1211,0.37,40422,,lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,160,160,160,160,160,NORTH CAROLINA,268,0.37,40422,,jbo,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,140,150,145,140,150,NORTH CAROLINA,268,0.37,40422,,lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,140,140,140,140,140,NORTH CAROLINA,268,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,200,200,200,200,200,PENNSYLVANIA,868,0.37,40422,,exjbo,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,175,175,175,175,175,PENNSYLVANIA,868,0.37,40422,,jbo,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,PENNSYLVANIA,868,0.37,40422,,xlge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,PENNSYLVANIA,868,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,140,140,140,140,140,VIRGINIA,437,0.37,40422,,lge,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,140,140,140,140,140,VIRGINIA,437,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,CINDERELLA,,,1,2016,9,9/24/16,170,170,170,170,170,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,FAIRYTALE,,,1,2016,9,9/24/16,170,170,170,170,170,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,9,9/24/16,250,250,250,250,250,NORTH CAROLINA,268,0.37,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,PIE TYPE,,,1,2016,9,9/24/16,200,200,200,200,200,VIRGINIA,437,0.1,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,PIE TYPE,,,1,2016,9,9/24/16,19,19,19,19,19,MICHIGAN,1211,0.1,40422,,med,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,BLUE TYPE,,,1,2016,9,9/24/16,200,200,200,200,200,NORTH CAROLINA,268,0.1,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,KNUCKLE HEAD,,,1,2016,9,9/24/16,170,170,170,170,170,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,9,9/24/16,200,200,200,200,200,NORTH CAROLINA,268,0.37,40422,,med,,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,18,18,18,18,18,MICHIGAN,1211,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,18,18,18,18,18,PENNSYLVANIA,868,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,18,18,18,18,18,PENNSYLVANIA,868,0.37,40422,,sml,WHITE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,28,28,28,28,28,PENNSYLVANIA,868,0.37,40422,,sml,ORANGE,,,,,,,,N,
PUMPKINS,COLUMBIA,,bushel cartons,40,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,28,28,28,28,28,PENNSYLVANIA,868,0.37,40422,,sml,WHITE,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,9,9/24/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,TEXAS,350,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,533,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,TEXAS,350,0.37,46858,,sml,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,170,170,170,170,170,TEXAS,350,0.1,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,HOWDEN WHITE TYPE,,,1,2016,9,9/24/16,160,160,160,160,160,TEXAS,350,0.1,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,HOWDEN WHITE TYPE,,,1,2016,9,9/24/16,170,170,170,170,170,TEXAS,350,0.1,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,CINDERELLA,,,1,2016,9,9/24/16,160,160,160,160,160,TEXAS,350,0.1,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,CINDERELLA,,,1,2016,9,9/24/16,170,170,170,170,170,TEXAS,350,0.03,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,24 inch bins,466,FAIRYTALE,,,1,2016,9,9/24/16,160,160,160,160,160,TEXAS,350,0.03,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,FAIRYTALE,,,1,2016,9,9/24/16,160,160,160,160,160,TEXAS,350,0.37,46858,,jbo,,,,,,,,,N,
PUMPKINS,DALLAS,,36 inch bins,700,PIE TYPE,,,1,2016,9,9/24/16,300,300,300,300,300,TEXAS,350,0.1,46858,,med,,,,,,,,,N,
PUMPKINS,DALLAS,,50 lb cartons,50,PIE TYPE,,,1,2016,9,9/24/16,30,32,31,30,30,MICHIGAN,1953,0.37,46858,,med,,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,466,PIE TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,MICHIGAN,350,0.37,44547,,lge,,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,533,PIE TYPE,,,1,2016,9,9/24/16,175,175,175,175,175,MICHIGAN,350,0.37,44547,,sml,,,,,,,,,N,
PUMPKINS,DETROIT,,24 inch bins,466,MIXED HEIRLOOM VARIETIES,,,1,2016,9,9/24/16,150,150,150,150,150,MICHIGAN,350,0.37,44547,,med,,,,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,HOWDEN TYPE,,,1,2016,9,9/24/16,120,130,125,120,130,CALIFORNIA,350,0.37,42535,,lge,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,HOWDEN TYPE,,,1,2016,9,9/24/16,120,130,125,120,130,CALIFORNIA,350,0.37,42535,,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,125,150,137.5,125,150,CALIFORNIA,350,0.37,42535,,med,,,PER BIN,,,,,,N,
PUMPKINS,LOS ANGELES,,24 inch bins,466,FAIRYTALE,,,1,2016,9,9/24/16,0.24,0.24,0.24,0.24,0.24,CALIFORNIA,350,0.37,42535,,,,,PER LB,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,170,160,150,170,MICHIGAN,1032,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,170,160,150,170,MICHIGAN,1032,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,130,150,140,130,150,NEW JERSEY,80,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,130,150,140,130,150,NEW JERSEY,80,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,120,140,130,120,140,NEW YORK,108,0.37,48600,,med-lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,170,160,150,170,PENNSYLVANIA,274,0.37,48600,,xlge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,120,170,145,120,170,PENNSYLVANIA,274,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,180,190,185,180,190,PENNSYLVANIA,274,0.37,48600,,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,1 1/9 bushel cartons,45,PIE TYPE,,,1,2016,9,9/24/16,16,18,17,16,18,OHIO,754,0.37,48600,,med,,,,,,,,,N,
PUMPKINS,NEW YORK,,24 inch bins,466,PIE TYPE,,,1,2016,9,9/24/16,130,150,140,130,150,NEW JERSEY,80,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,36 inch bins,700,PIE TYPE,,,1,2016,9,9/24/16,200,225,212.5,200,225,MICHIGAN,1032,0.37,48600,,lge,,,,,,,,,N,
PUMPKINS,NEW YORK,,each,35,BIG MACK TYPE,,,1,2016,9,9/24/16,75,80,77.5,75,80,NEW JERSEY,80,0.37,48600,,exjbo,,,,,,,,,N,
PUMPKINS,NEW YORK,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,15,18,16.5,15,18,OHIO,754,0.37,48600,,sml,,,,,,,,,N,
PUMPKINS,NEW YORK,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,20,20,20,20,20,OHIO,754,0.37,48600,,sml,WHITE,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,NEW YORK,155,0.37,49321,,med-lge,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,150,150,150,150,NEW YORK,155,0.37,49321,,med,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,36 inch bins,700,HOWDEN TYPE,,,1,2016,9,9/24/16,150,160,155,150,160,PENNSYLVANIA,305,0.37,49321,,lge,,,,,,,,,N,
PUMPKINS,PHILADELPHIA,,1/2 bushel cartons,20,MINIATURE,FLAT TYPE,,1,2016,9,9/24/16,17,18,17.5,17,18,OHIO,813,0.37,49321,,,,,SHELLACKED,,,,,,N,
PUMPKINS,SAN FRANCISCO,,24 inch bins,466,HOWDEN TYPE,,,1,2016,9,9/24/16,155,155,155,155,155,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,,35 lb cartons,35,PIE TYPE,,,1,2016,9,9/24/16,30,32,31,30,32,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
PUMPKINS,SAN FRANCISCO,Organic,35 lb cartons,35,PIE TYPE,,,1,2016,9,9/24/16,32,32,32,32,32,CALIFORNIA,336,0.37,59603,,,,,,,,,,,N,
